Aluguel,Condominio,IPTU,Venda,age_imovel,area_total,area_util,banheiro,city,commonareas,diverseareas,neigghborhood,privateareas,quarto,saletype,street,suite,title,vaga,price_rent_total
,,,1000000.0,3,110.0,110.0,4.0,São Paulo,Fitness/Sala de Ginástica,Aceita FGTS,Vila Mascote,Suítes,2.0,Apartamento,Avenida Mascote nº. 883,2.0,Fantástico! Apartamento à Venda na Vila Mascote,2.0,
,2350.0,750.0,3200000.0,43,,236.0,4.0,,,,,Dependência de empregados,3.0,Apartamento,,1.0,Apartamento à Venda - no Jardim Europa,2.0,
7900.0,1600.0,800.0,,,121.0,121.0,2.0,São Paulo,Acesso asfaltado,,Pinheiros,Mobiliado,0.0,Comercial,Rua Amaro Cavalheiro 347,,Conjunto Comercial Pinheiros Mobiliado,3.0,9500.0
,,,1690000.0,13,419.0,237.0,4.0,Balneário Camboriú,Sistema de alarme,,Centro,Suítes,3.0,Apartamento,Rua 101 109,3.0,Cobertura A Venda em Balneário Camboriú - Piscina Privativa,4.0,
,4280.0,1400.0,1650000.0,22,700.0,367.0,6.0,São Paulo,Espaço Gourmet,,Morumbi,Suítes,4.0,Apartamento,R AMBRIZETE 180,3.0,Cobertura Duplex Com Vista Panamby.,6.0,
,,,1400000.0,,,240.0,3.0,Barueri,Fitness/Sala de Ginástica,,Jardim Tupanci,Área de serviço,3.0,Apartamento,Rua Werner Goldberg 0,1.0,Apartamento - Jardim Tupanci,2.0,
2400.0,427.0,859.0,,,,61.0,2.0,Águas Claras,,,Aguas Sul,Churrasqueira,2.0,Apartamento,Avenida das Araucárias 4400,1.0,"Apartamento, 02 Quartos, Via Enseada Home Club, Águas Claras.",2.0,2827.0
,700.0,,920000.0,43,,145.0,3.0,Brasília,Interfone,Andares,Asa Sul,Suítes,3.0,Apartamento,SQS 311 - Bloco E,1.0,"Quadra Nobre, Com 3 Quartos, Sendo 1 Suíte, Sala 2 Ambientes",0.0,
,450.0,800.0,484000.0,1,110.0,65.0,2.0,Curitiba,Fitness/Sala de Ginástica,,Centro,,2.0,Apartamento,rua marechal deodoro,1.0,Apartamento Berkely Alto Da Xv 2 Dormitórios 1 Suíte 1 Vaga,1.0,
70000.0,,,,,,1184.0,0.0,Santo André,,,Jardim,,,Comercial,RUA MANOEL PEDRO JUNIOR 323,,Comercial para Aluguel - no Jardim,0.0,70000.0
650.0,,20.0,,,80.0,80.0,1.0,São Paulo,,,Vila Nina,,0.0,Comercial,Rua João Daudt Filho 22,,"Salão Comercial para Locação, Vila Nina, São Paulo.",,650.0
,,,12900500.0,Breve lançamento,475.0,475.0,6.0,São Paulo,Fitness/Sala de Ginástica,,Jardim Paulista,,5.0,Apartamento,Alameda Campinas,4.0,Fechamento De Mês Faça Sua Proposta - Cobertura no Jardins!,5.0,
2300.0,1000.0,200.0,,,117.0,117.0,1.0,São Paulo,Fitness/Sala de Ginástica,,Santana,Dependência de empregados,2.0,Apartamento,"VOLUNTARIOS DA PATRIA, 2570",1.0,Apartamento para Aluguel - em Santana,1.0,3300.0
,,,4800000.0,,598.0,576.0,6.0,Santana de Parnaíba,Fitness/Sala de Ginástica,,Alphaville,Hidromassagem,4.0,Casa,Alameda Pelotas (Residencial Dezoito Do Forte) 100,4.0,Casa - Alphaville,6.0,
,480.0,980.0,597000.0,,140.0,,,Florianópolis,Aquecimento central,,Campeche,Mobiliado,2.0,Apartamento,Campeche 1670,1.0,Apartamento à Venda - na Campeche,2.0,
,1000.0,650.0,1845000.0,8,,152.0,5.0,São Paulo,Fitness/Sala de Ginástica,Andares,Vila Romana,Suítes,4.0,Apartamento,Rua Marco Aurélio,2.0,"Avance Vila Romana, Rua Marco Aurélio Padrão Paulo Mauro.",4.0,
,,,999000.0,1,105.0,105.0,2.0,São Paulo,Fitness/Sala de Ginástica,Aceita FGTS,Cidade Monções,Geladeira,0.0,Apartamento,Rua Pensilvânia,1.0,Cobertura Duplex 2 Dormitórios no Brooklin/pensilvânia/são Paulo Capital,1.0,
6500.0,1460.0,427.0,,,,210.0,3.0,Belo Horizonte,Salão de festas,,Sion,Armário embutido,4.0,Apartamento,Rua Cristina 433,3.0,Apartamento para Aluguel - em Sion,2.0,7960.0
,960.0,165.0,450000.0,16,,73.0,1.0,São Paulo,Fitness/Sala de Ginástica,Aceita FGTS,Vila Suzana,Armário embutido,0.0,Apartamento,Oscar Monteiro de Barros,1.0,Apartamento para Venda na Vila Suzana,1.0,
,,,588200.0,,120.0,85.0,2.0,Curitiba,,,Cabral,Churrasqueira,3.0,Apartamento,Rua Deputado Joaquim José Pedrosa 840,1.0,"Apartamento Residencial à Venda, Cabral, Curitiba.",2.0,
15000.0,,,,1,1000.0,430.0,0.0,Bebedouro,,,Centro,,0.0,Comercial,"Rua quinze de novembro, 423",0.0,Loja Impecável Com Estacionamento Privativo no Coração De Bebedouro,0.0,15000.0
6000.0,,,,1,400.0,306.0,4.0,,,,,Edícula,3.0,Comercial,,0.0,Casa Comercial Excelente para Clinicas,3.0,6000.0
,400.0,1253.0,1350000.0,10,329.0,329.0,3.0,Brasília,Portão Eletrônico,,Park Way,Guarita,4.0,Casa,Quadra SMPW Quadra 22 Conjunto 1 Lote 10,1.0,Smpw Quadra 22 Conjunto 1 Lote 10,4.0,
,650.0,3300.0,950000.0,3,106.0,106.0,2.0,São Paulo,Salão de festas,,Chácara Califórnia,Suítes,3.0,Apartamento,"Rua Antônio de Lucena, 155",1.0,106 m&sup2; 03 Dormitórios (Sendo 01 Suíte) 02 Vagas Terraço Com Churrasqueira,2.0,
,,,375000.0,,114.0,,,Florianópolis,,,Campeche,Área de serviço,2.0,Casa,Revoar Das Gaivotas 13,2.0,Casa à Venda - na Campeche,1.0,
,220.0,,208900.0,1,42.0,42.0,1.0,São Bernardo do Campo,Fitness/Sala de Ginástica,Aceita FGTS,Centro,Suítes,1.0,Apartamento,Felício Laurito,0.0,Compre Seu Start Club Pronto Pra Morar Apartir De 208 Mil - Minha Casa Minha Vida,1.0,
,460.0,2000.0,310000.0,,451.0,451.0,,São José dos Campos,,,Urbanova,,,Terreno,,,"04935 - Terreno, Urbanova - São José Dos Campos/sp",0.0,
,450.0,,520000.0,16,110.0,89.0,2.0,Porto Alegre,Fitness/Sala de Ginástica,,Tristeza,Churrasqueira,2.0,Apartamento,Rua Álvaro Guterres,1.0,Apartamento à Venda - em Tristeza,2.0,
,1000.0,150.0,780000.0,1,207.0,200.0,3.0,Cotia,Fitness/Sala de Ginástica,Aceita FGTS,Granja Viana,Suítes,3.0,Casa,Avenida Jose Giorgi  1200,1.0,Granja Viana - Quinta Da Vila Real,4.0,
,840.0,135.0,559000.0,18,64.0,64.0,2.0,São Paulo,Salão de festas,,Vila Mariana,Aceita Financiamento,3.0,Apartamento,R PADRE MACHADO,1.0,Apartamento - Vila Mariana - Três Dormitórios - Duas Vagas,2.0,
,608.0,1891.0,590000.0,,80.0,59.0,2.0,Brasília,,,Lago Sul,Copa,0.0,Comercial,Quadra SHIS QI 9 1,,"Sala, Lago Sul, Shis Qi 09 Centro Clinico Lago I",,
,400.0,120.0,340000.0,,85.0,85.0,3.0,Santos,,,Embaré,Piso frio,2.0,Apartamento,Rua da Liberdade 68,1.0,"02 Dormitórios, Dependência, Garagem Fechada, Embare",1.0,
,1213.0,134.0,873000.0,7,115.0,115.0,1.0,Rio de Janeiro,Interfone,,Barra da Tijuca,Suítes,3.0,Apartamento,Avenida Vice Presidente José de Alencar,1.0,Apartamento à Venda - na Barra Da Tijuca,2.0,
,,,990000.0,1,134.0,134.0,0.0,Itapema,,,Meia Praia,Suítes,3.0,Apartamento,RUA 294,3.0,"Oferta, Apartamento 03 Dormitórios A Venda em Itapema!",1.0,
1500.0,440.0,40.0,320000.0,9,50.0,50.0,1.0,São Paulo,Fitness/Sala de Ginástica,Aceita FGTS,Jardim das Vertentes,Piso frio,2.0,Apartamento,Trajano Reis,0.0,Lindo Apto Coladinho Ao Metrô Vila Sônia E Rico em Armários.,1.0,1940.0
,,,427000.0,Em construção,119.0,96.0,2.0,Curitiba,,,Boqueirão,,3.0,Casa,Rua Padre Dehon,1.0,Condomínio Residencial St. James,2.0,
440.0,200.0,40.0,,,29.0,22.0,0.0,Porto Alegre,,,Centro Histórico,Suítes,,Comercial,ALBERTO BINS,,Comercial para Aluguel - no Centro Histórico,0.0,640.0
,774.0,420.0,4700000.0,,863.0,500.0,6.0,Vinhedo,Quadra poliesportiva,,Condomínio Campo de Toscana,Suítes,4.0,Casa,Sob Consulta 1400,4.0,Casa à Venda em Condomínio Campo De Toscana,3.0,
,,160.0,950000.0,,128.0,200.0,3.0,São Paulo,,,Vila Bertioga,Quintal,6.0,Comercial,R Major Basílio,,Sobrado Comercial Com Área De 200 m&sup2; na Mooca,2.0,
,,,470000.0,,80.0,120.0,3.0,São Paulo,,,Vila Carrão,Estuda permuta,3.0,Casa,R Ângelo Pavan,1.0,Sobrado Com 3 Dormitórios E 2 Vagas à Venda na Vila Carrão,2.0,
,315.0,,395000.0,5,,78.0,2.0,Balneário Camboriú,,,Vila Real,Mobiliado,2.0,Apartamento,Rua Dom Francisco 240,1.0,Apartamento A Venda em Balneário Camboriú - 1 Suíte + 1 Dormitório - 1 Vaga,1.0,
,989.0,1389.0,1568000.0,1,292.0,292.0,5.0,Curitiba,Salão de festas,,Santa Felicidade,Suítes,4.0,Casa,Acelino Grande 525,4.0,Casa Sofisticada E Aconchegante em Condomínio,4.0,
,1200.0,850.0,1980000.0,28,386.0,386.0,2.0,Rio de Janeiro,,,Barra da Tijuca,Suítes,4.0,Apartamento,Rua Einstein,2.0,Apartamento à Venda - na Barra Da Tijuca,2.0,
,,317.0,2050000.0,,1200.0,620.0,,Brasília,,,Lago Norte,,4.0,Casa,QD Shin Qi 10 8,3.0,"Ótimo Projeto, Vista Livre E Estuda Proposta Com Imóveis.",,
8000.0,1407.0,475.0,,,360.0,,,Curitiba,Salão de festas,,Batel,Suítes,3.0,Apartamento,Gutemberg 316,1.0,Para Quem Gosta De Espaço E Conforto,3.0,9407.0
,1530.0,265.0,950000.0,,165.0,165.0,4.0,Salvador,Interfone,Andares,Horto Florestal,Guarita,4.0,Apartamento,RUA WALDEMAR FALCÃO 1362,3.0,Oportunidade Palazzo Jonico 4 Quartos Sendo 3 Suítes 165 m&sup2; no Horto Florestal,3.0,
,,,32900.0,,1106.0,,0.0,Presidente Figueiredo,,,Centro,,0.0,Terreno,Rodovia BR 174,,Leilão De Terreno 1.106 m&sup2; - Tancredo Neves - Presidente Figueiredo - Am,0.0,
,,800.0,850000.0,,407.0,,,Florianópolis,,,Rio Tavares,,3.0,Casa,Isaltina De Assunção Farias 313,1.0,Casa à Venda - em Rio Tavares,3.0,
,470.0,600.0,520000.0,5,,63.0,2.0,Guará,Espaço Gourmet,Aceita FGTS,Guara II,Permite animais,2.0,Apartamento,Olympique,0.0,"Olympique, 2 Quartos, Reformadissimo",1.0,
,,,670000.0,,211.0,211.0,4.0,Curitiba,,,Hauer,,4.0,Casa,Rua Padre Dehon 3444,1.0,"Sobrado Residencial à Venda, Hauer, Curitiba.",2.0,
,,,211370.0,,42.0,31.0,1.0,Curitiba,Salão de festas,,Juvevê,Churrasqueira,1.0,Apartamento,Rua Nicolau Maeder 648,,"Apartamento à Venda, Juvevê, Curitiba.",,
,,,224000.0,Breve lançamento,43.0,31.0,1.0,Brasília,Interfone,Andares,Noroeste,,1.0,Apartamento,CRNW 510,1.0,Kit Com Garagem em Prédio Novo Com Elevadores Entrega em Novembro,1.0,
,450.0,,413000.0,18,102.0,74.0,2.0,Curitiba,Espaço Gourmet,Aceita FGTS,Cabral,Suítes,3.0,Apartamento,"rua Cel. Amazonas Marcondes, 1115",1.0,Oportunidade - Apto - 3 Dorms - 1 Suíte - 1 Vaga - Semi - Mobiliado - Cabral,1.0,
,2950.0,,2840000.0,15,410.0,228.0,5.0,São Paulo,,,Moema,Suítes,4.0,Apartamento,Alameda dos Guaramomis,3.0,Apto Ricamente Decorado – Terraço Gourmet - Estudo Permutas!,4.0,
,420.0,280.0,650000.0,,544.0,290.0,5.0,Vargem Grande Paulista,Acesso asfaltado,,Paysage Brise,Suítes,3.0,Casa,Rua Niagara 144,3.0,Linda Casa em Condomínio Fechado,5.0,
,1100.0,357.0,800000.0,4,,142.0,5.0,São Paulo,Fitness/Sala de Ginástica,Aceita FGTS,Vila Andrade,Suítes,0.0,Apartamento,Rua Nicola Rollo,3.0,"Porteira Fechada - Apto 142 m&sup2;, 3 Suítes, 2 Vagas + Depósito",2.0,
,900.0,300.0,1596000.0,10,,134.0,2.0,São Paulo,Espaço Gourmet,,Bela Vista,Armário de cozinha,1.0,Apartamento,R Itararé 168,1.0,Penthouse à Venda Com 134 m&sup2; - Bela Vista,2.0,
,120.0,30.0,143900.0,Breve lançamento,35.0,34.0,1.0,São Paulo,Interfone,Aceita FGTS,Jardim Pedra Branca,Piso frio,2.0,Apartamento,"Rua Juá Mirim, 50",0.0,Apartamentos Leste/tiradentes Sp Sem Entrada!,0.0,
,1300.0,1000.0,1149000.0,,,138.0,4.0,São Paulo,Fitness/Sala de Ginástica,,Jardim Anália Franco,Suítes,3.0,Apartamento,Rua Professor João de Oliveira Tôrres 580,3.0,Edifício Vila Nova De Gaia | Anália Franco,3.0,
3100.0,850.0,150.0,760000.0,13,79.0,79.0,2.0,São Paulo,,,Vila Leopoldina,Churrasqueira,3.0,Apartamento,Rua Carlos Weber 890,1.0,"Apartamento Residencial à Venda, Vila Leopoldina, São Paulo.",2.0,3950.0
,,,380000.0,,61.0,,,Florianópolis,,,Rio Tavares,,,Comercial,Doutor Antônio Luiz Moura Gonzaga 3339,,Comercial à Venda - em Rio Tavares,0.0,
,720.0,,997400.0,,219.0,129.0,3.0,Curitiba,Espaço Gourmet,,Água Verde,SPA,2.0,Apartamento,RUA BRIGADEIRO FRANCO 3204,2.0,Apartamento à Venda - na Água Verde,2.0,
3500.0,1100.0,299.0,,,,110.0,1.0,Rio de Janeiro,,,Barra da Tijuca,,3.0,Apartamento,Sob Consulta,1.0,Apartamento para Aluguel - na Barra Da Tijuca,2.0,4600.0
38000.0,4500.0,,8900000.0,4,1000.0,625.0,4.0,São Paulo,Portaria 24 horas,,Jardim Paulista,,0.0,Comercial,Alameda Jaú,0.0,Laje Comercial - Excelente Localização - Perto Da Av Paulista. (Nunca Habitado).,6.0,42500.0
,438.0,96.0,295000.0,13,61.0,61.0,1.0,Salvador,De esquina,,Pituba,Suítes,1.0,Apartamento,Avenida Antônio Carlos Magalhães,,"Apartamento à Venda, Pituba, Salvador",1.0,
,3228.0,750.0,2750000.0,50,261.0,249.0,3.0,São Paulo,Salão de festas,,Higienópolis,Suítes,3.0,Apartamento,Rua Maranhao 251,1.0,"Apartamento Residencial à Venda, Higienópolis, São Paulo.",3.0,
,1265.0,,1495000.0,44,230.0,163.0,2.0,,Fitness/Sala de Ginástica,,,Copa,3.0,Apartamento,,1.0,"Na Melhor Localização Do Bairro, Oportunidade De Negócio",1.0,
,650.0,500.0,762146.0,1,4276.0,67.0,1.0,São Paulo,Fitness/Sala de Ginástica,Ocupado,Parque São Jorge,,3.0,Apartamento,Rua JOSE TAVARES Siqueira,1.0,"Aptos no Tatuapé,pronto para Morar Ultimas Unidades, Confira! Plantas Com 67 m&sup2;",1.0,
,,,1295000.0,,450.0,341.0,1.0,Louveira,Acesso asfaltado,,Centro,Churrasqueira,1.0,Casa,Estrada Municipal Louveira Vinhedo 1532,,"Casa Residencial à Venda, Condomínio Villagio Capriccio, Louveira.",4.0,
,3200.0,1631.0,2290000.0,34,522.0,304.0,5.0,São Paulo,,,Paraíso,Despensa,4.0,Apartamento,Rua Doutor Tomás Carvalhal 598,2.0,Alto Padrão - R$7.500 m&sup2; - Vai Perder?,3.0,
,600.0,1.0,325000.0,3,41.0,41.0,1.0,Curitiba,Fitness/Sala de Ginástica,Aceita FGTS,Campina do Siqueira,Mobiliado,1.0,Apartamento,Paulo Zilioto 85,0.0,Apartamento Mobiliado/automatizado no Ecoville - Confira Esta Oportunidade!,1.0,
1100.0,200.0,,,,,50.0,1.0,Santo André,Forno de pizza,,Utinga,Churrasqueira,2.0,Apartamento,Rua Ancara 100,,Apartamentos Aluguel Santo André.,2.0,1300.0
,449.0,,390000.0,8,70.0,68.0,2.0,Taguatinga,Fitness/Sala de Ginástica,Andares,Taguatinga Sul,Guarita,3.0,Apartamento,QUADRA CSB 10 2/3,1.0,Csb 10 - Pratic Home - 03 Quartos - Nascente,1.0,
,,,250000.0,,,50.0,2.0,Belo Horizonte,,,Santa Mônica,Aceita Financiamento,2.0,Apartamento,Sob Consulta,1.0,"Apartamento para Venda - Belo Horizonte / Mg, Bairro Santa Mônica",1.0,
,,,380000.0,,100.0,95.0,3.0,Florianópolis,,,Ribeirão da Ilha,,2.0,Casa,R SEVERIANO F MARTINS 361,1.0,Casa em Florianopolis - Ribeirao Da Ilha,1.0,
,434.0,228.0,245000.0,8,,60.0,1.0,Praia Grande,Salão de Jogos,,Cidade Ocian,Mobiliado,2.0,Apartamento,Rua Libero Badaro,1.0,"Apto 2 Dormitórios C/ Suite, Mobiliado, Vista Pro",1.0,
,,,1100000.0,Breve lançamento,226.0,121.0,4.0,Balneário Camboriú,Espaço Gourmet,Andares,Centro,Suítes,3.0,Apartamento,RUA 3700 415,3.0,Oportunidade Alto Padrão,2.0,
3500.0,885.0,250.0,,14,130.0,70.0,2.0,São Paulo,Fitness/Sala de Ginástica,Posição do Apto,Moema,Suítes,2.0,Apartamento,"JANDIRA, 79",1.0,"Le Quartier Moema!2 Vagas! 70 M&sup2;!jandira, 79!lazer De Clube",2.0,4385.0
,717.0,110.0,639000.0,7,,64.0,2.0,São Paulo,Elevador,,Saúde,Churrasqueira,2.0,Apartamento,R DOUTOR JOSÉ OSÓRIO DE OLIVEIRA AZEVEDO,1.0,"2 Dormitórios, Suite, Garagem, 64 Útil, Próximo Metro Saúde",1.0,
,,,159900.0,Breve lançamento,41.0,41.0,1.0,São Paulo,Fitness/Sala de Ginástica,Aceita FGTS,Jardim Apurá,Cozinha americana,2.0,Apartamento,"Avenida Cupecê,1840",0.0,Chegou A Hora De Conquistar O Que É Seu!apto 1e 2 Dorms A Partir R$159.900,0.0,
5500.0,1900.0,,,,,160.0,2.0,Rio de Janeiro,,,Barra da Tijuca,,3.0,Apartamento,Avenida Lucio Costa 3360,3.0,Apartamento para Aluguel - na Barra Da Tijuca,2.0,7400.0
,150.0,800.0,336000.0,4,116.0,93.0,3.0,Porto Alegre,,,Ipanema,Mobiliado,3.0,Casa,Rua Dea Coufal,1.0,Casa à Venda - em Ipanema,1.0,
,583.0,300.0,930000.0,,420.0,230.0,4.0,Campinas,Quadra poliesportiva,,Swiss Park,Suítes,3.0,Casa,Sob Consulta s/n,3.0,Casa à Venda em Swiss Park,4.0,
2500.0,700.0,40.0,,,70.0,70.0,1.0,São Paulo,Fitness/Sala de Ginástica,,Consolação,Armário de cozinha,1.0,Apartamento,Bela Cintra,0.0,Apartamento para Aluguel - na Consolação,1.0,3200.0
,1.0,1.0,3890000.0,10,750.0,750.0,7.0,Curitiba,Interfone,Ocupado,Vista Alegre,Suítes,5.0,Casa,Niccolo Paganini,5.0,Casa Alto Padrão - 600 m&sup2; - Jardim Schaffer,7.0,
,,,3200000.0,,596.0,,0.0,São Sebastião,Sauna,Andares,Centro,Suítes,4.0,Casa,Estrada Cambury 675,4.0,"Casa A Venda em São Sebastião Costa Sul, Casa em Condomínio Cambury",5.0,
,,,1100000.0,10,401.0,350.0,1.0,Curitiba,Acesso asfaltado,,Água Verde,Mezanino,0.0,Comercial,"Rua Brigadeiro Franco, 3995",0.0,Loja Comercial Bem Localizada!,5.0,
,,,678930.0,1,140.0,104.0,2.0,Curitiba,Espaço Gourmet,,Portão,Suítes,3.0,Apartamento,"R. Eng. Niepce da Silva, 14",1.0,Le Jardin - 3 Quartos 2 Vagas 104 m&sup2; Privativos,1.0,
,953.0,200.0,849000.0,,252.0,206.0,5.0,Vinhedo,Acesso asfaltado,,Centro,Suítes,3.0,Casa,Rua dos Servidores Público 490,3.0,"Casa Residencial à Venda, Condomínio Residencial Village San Nicholas, Vinhedo.",2.0,
,390.0,600.0,305900.0,1,8000.0,70.0,2.0,São Bernardo do Campo,Fitness/Sala de Ginástica,Aceita FGTS,Vila Santa Rita de Cássia,Suítes,3.0,Apartamento,Rua Comendador carlo mario gardano,1.0,Apartamento Sbc - 3 Dorms - Suíte - Varanda - Vaga Livre,1.0,
,,500.0,45000.0,10,200.0,180.0,3.0,São Paulo,Acesso asfaltado,Ocupado,Vila Guilhermina,Suítes,2.0,Casa,Rua Jandaia do Sul,1.0,"Casa à Venda - Vila Guilhermina, São Paulo - Sp (Leia A Descrição)",4.0,
,980.0,1200.0,820000.0,8,190.0,135.0,5.0,Águas Claras,Fitness/Sala de Ginástica,Aceita FGTS,Aguas Sul,Suítes,3.0,Apartamento,Rua 05 Sul,3.0,Costa Do Sol - Apartamento 3 Suítes Reformado Varanda Goumert,2.0,
,,850.0,12000000.0,,1600.0,1150.0,8.0,Brasília,,,Lago Sul,,5.0,Casa,QD SHIS QL 12 3,5.0,Maravilhoso Terreno - Ql 12 - Ótima Casa,8.0,
900.0,388.0,39.0,,,52.0,,,Curitiba,Salão de festas,,Bigorrilho,Área de serviço,2.0,Apartamento,Padre Anchieta 2636,0.0,Apartamento para Aluguel - em Bigorrilho,0.0,1288.0
,450.0,,320000.0,7,,50.0,1.0,São Paulo,Interfone,,Rio Pequeno,Ar condicionado,2.0,Apartamento,Av. do Rio Pequeno,0.0,"Apartamento Com 2 Dormitórios, Ao Lado Da Cidade Universitária, Com Móveis!",1.0,
,,,530000.0,5,98.0,70.0,2.0,Curitiba,Espaço Gourmet,,Rebouças,Suítes,2.0,Apartamento,Av. Pres. Getúlio Vargas,1.0,Boulevard Rebouças - 2 Quartos (Semi - Mobiliado),1.0,
,1400.0,2500.0,1210000.0,9,110.0,110.0,4.0,Rio de Janeiro,Estacionamento para visitantes,,Barra da Tijuca,Suítes,2.0,Apartamento,Rua dos Jacarandás 300,2.0,2 Suites 2 Vagas 110 m&sup2;,2.0,
1100.0,419.0,223.0,180000.0,,,48.0,1.0,Praia Grande,Sistema de alarme,,Vila Tupi,Elevador,1.0,Apartamento,Rua Suias 124,,"Apartamento Residencial à Venda, Vila Tupi, Praia Grande.",,1519.0
,,,3200000.0,,3200.0,3200.0,,Lauro de Freitas,Frente para o mar,,Centro,Frente para o mar,,Terreno,Avenida Luiz Tarquínio 2899,,"Terreno para Venda - Lauro De Freitas / Ba, Bairro Villas Do Atlântico",,
,,,80000.0,,360.0,,0.0,,,,,,0.0,Terreno,,0.0,"Terreno, Lopes De Oliveira, Sorocaba - R$80.000",0.0,
,,,7900000.0,10,3000.0,1200.0,7.0,Rio de Janeiro,,,Barra da Tijuca,,5.0,Casa,américas,5.0,Arouca - Majestosa Mansão no Centro Da Barra - Terreno Duplo De 3.000 m&sup2;,3.0,
,730.0,830.0,530000.0,1,234.0,113.0,4.0,São Paulo,Fitness/Sala de Ginástica,Aceita FGTS,Jardim Umuarama,Suítes,3.0,Casa,"av interlagos,4455",1.0,Sobrado no Condomínio Terrara 95 m&sup2; 3 (Dorms) 2 (Vagas),2.0,
,840.0,,1800000.0,,590.0,390.0,7.0,Vinhedo,Quadra poliesportiva,,Condominio Jardim Paulista II,Suítes,5.0,Casa,Sob Consulta 500,4.0,Casa à Venda em Condomínio Jardim Paulista I,4.0,
,1300.0,1.0,879000.0,3,140.0,115.0,3.0,Curitiba,Fitness/Sala de Ginástica,Aceita FGTS,Batel,Suítes,2.0,Apartamento,"Rua Francisco Rocha, 1527",2.0,Cobertura Concetto Batel - Mobiliada E Decorada 2suítes 2 Vagas.,2.0,
,490.0,,289000000.0,13,,63.0,1.0,Porto Alegre,Espaço Gourmet,Aceita FGTS,Sarandi,Carpete de madeira,3.0,Apartamento,avenida Sertorio,0.0,Apartamento 3 Quartos - 1 Vaga Coberta - Infra De Lazer - O Melhor Da Zona Norte,1.0,
,416.0,162.0,130000.0,,,48.0,1.0,Praia Grande,,,Vila Guilhermina,Churrasqueira,1.0,Apartamento,Rua Gávea 108,,"Apartamento Residencial à Venda, Vila Guilhermina, Praia Grande.",1.0,
,,,1050000.0,3,160.0,83.0,3.0,Brasília,Fitness/Sala de Ginástica,Aceita FGTS,Noroeste,Suítes,2.0,Apartamento,SQNW 108,1.0,Noroeste - Apartamento 2 Quartos 1 Suíte Canto 6o Andar Vista Livre!,2.0,
,274.0,,310000.0,,64.0,33.0,1.0,Brasília,Interfone,Andares,Asa Norte,Aceita Financiamento,1.0,Apartamento,CLNW 10/11 ED NEO 104,,"Clnw 10 - Ed Neo - Melhor Comércio, Aceita Financiamento E Fgts! Novissimo!",1.0,
